client_id2,Region,Gender,Race,Ethnicty,question,response,qnum,order_vuln,order_vuln.norm
969,R07,Male,Black,Non-Hispanic,Where did you sleep last night?,"Sheltered (ES, TH)",3,0,0
16b,R05,Female,Black,Non-Hispanic,Where did you sleep last night?,"Sheltered (ES, TH)",3,0,0
ecb,R05,Male,White,Non-Hispanic,Where did you sleep last night?,"Sheltered (ES, TH)",3,0,0
6bb,R07,Male,Black,Non-Hispanic,Where did you sleep last night?,"Sheltered (ES, TH)",3,0,0
60f,R05,Male,Black,Non-Hispanic,Where did you sleep last night?,"Sheltered (ES, TH)",3,0,0
480,R05,Male,White,Non-Hispanic,Where did you sleep last night?,"Sheltered (ES, TH)",3,0,0
edd,R07,Female,White,Non-Hispanic,Where did you sleep last night?,"Sheltered (ES, TH)",3,0,0
e3c,R05,Female,Black,Non-Hispanic,Where did you sleep last night?,"Sheltered (ES, TH)",3,0,0
6fc,R05,Female,Indigenous,Non-Hispanic,Where did you sleep last night?,"Sheltered (ES, TH)",3,0,0
760,R05,Female,White,Non-Hispanic,Where did you sleep last night?,"Sheltered (ES, TH)",3,0,0
502,R05,Female,Black,Non-Hispanic,Where did you sleep last night?,"Sheltered (ES, TH)",3,0,0
f7a,R05,Female,Black,Non-Hispanic,Where did you sleep last night?,"Sheltered (ES, TH)",3,0,0
eae,R05,Female,White,Non-Hispanic,Where did you sleep last night?,"Sheltered (ES, TH)",3,0,0
fc3,R05,Female,White,Non-Hispanic,Where did you sleep last night?,"Sheltered (ES, TH)",3,0,0
3fa,R07,Male,Black,Non-Hispanic,Where did you sleep last night?,"Sheltered (ES, TH)",3,0,0
f68,R07,Male,Black,Non-Hispanic,Where did you sleep last night?,Unsheltered,3,1,1
aac,R07,Female,Black,Non-Hispanic,Where did you sleep last night?,Unsheltered,3,1,1
332,R07,Male,Black,Non-Hispanic,Where did you sleep last night?,Unsheltered,3,1,1
d50,R05,Male,White,Non-Hispanic,Where did you sleep last night?,"Sheltered (ES, TH)",3,0,0
14e,R05,Female,Asian,Non-Hispanic,Where did you sleep last night?,"Sheltered (ES, TH)",3,0,0
c67,R07,Male,Black,Non-Hispanic,Where did you sleep last night?,Unsheltered,3,1,1
065,R07,Male,White,Non-Hispanic,Where did you sleep last night?,Unsheltered,3,1,1
a4c,R05,Male,Black,Non-Hispanic,Where did you sleep last night?,"Sheltered (ES, TH)",3,0,0
ef1,R05,Male,White,Non-Hispanic,Where did you sleep last night?,"Sheltered (ES, TH)",3,0,0
1f2,R07,Male,White,Non-Hispanic,Where did you sleep last night?,Unsheltered,3,1,1
763,R05,Female,White,Non-Hispanic,Where did you sleep last night?,"Sheltered (ES, TH)",3,0,0
645,R05,Female,Black,Non-Hispanic,Where did you sleep last night?,"Sheltered (ES, TH)",3,0,0
52e,R05,Female,White,Non-Hispanic,Where did you sleep last night?,"Sheltered (ES, TH)",3,0,0
084,R05,Male,White,Non-Hispanic,Where did you sleep last night?,"Sheltered (ES, TH)",3,0,0
92f,R05,Male,White,Non-Hispanic,Where did you sleep last night?,"Sheltered (ES, TH)",3,0,0
c30,R05,Male,Asian,Non-Hispanic,Where did you sleep last night?,"Sheltered (ES, TH)",3,0,0
f67,R05,Female,White,Non-Hispanic,Where did you sleep last night?,"Sheltered (ES, TH)",3,0,0
677,R05,Male,White,Non-Hispanic,Where did you sleep last night?,"Sheltered (ES, TH)",3,0,0
7ef,R05,Female,Black,Hispanic,Where did you sleep last night?,"Sheltered (ES, TH)",3,0,0
cda,R05,Male,White,Hispanic,Where did you sleep last night?,"Sheltered (ES, TH)",3,0,0
93d,R05,Female,White,Non-Hispanic,Where did you sleep last night?,"Sheltered (ES, TH)",3,0,0
efc,R07,Female,Black,Non-Hispanic,Where did you sleep last night?,Unsheltered,3,1,1
4d4,R05,Male,Black,Non-Hispanic,Where did you sleep last night?,"Sheltered (ES, TH)",3,0,0
93b,R05,Male,White,Non-Hispanic,Where did you sleep last night?,"Sheltered (ES, TH)",3,0,0
357,R07,Male,White,Hispanic,Where did you sleep last night?,Unsheltered,3,1,1
3dc,R05,Female,White,Non-Hispanic,Where did you sleep last night?,"Sheltered (ES, TH)",3,0,0
e16,R05,Male,Black,Non-Hispanic,Where did you sleep last night?,"Sheltered (ES, TH)",3,0,0
794,R05,Female,Black,Non-Hispanic,Where did you sleep last night?,"Sheltered (ES, TH)",3,0,0
924,R05,Male,White,Non-Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
87f,R05,Male,Black,Non-Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
5b3,R05,Male,White,Non-Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
e17,R05,Female,White,Non-Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
48f,R05,Male,White,Non-Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
342,R07,Female,White,Non-Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
ab2,R05,Male,White,Non-Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
018,R05,Male,White,Non-Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
456,R05,Male,Indigenous,Non-Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
498,R05,Male,Black,Non-Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
ca5,R05,Male,Black,Non-Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
734,R05,Male,Black,Non-Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
e4a,R05,Male,White,Non-Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
331,R05,Male,Black,Non-Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
410,R05,Male,White,Non-Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
773,R05,Male,Black,Non-Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
6cd,R05,Male,Black,Non-Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
249,R05,Female,White,Non-Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
4a2,R05,Male,White,Non-Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
2c8,R05,Male,Black,Non-Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
b16,R07,Male,White,Non-Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
8d5,R07,Male,Black,Non-Hispanic,Where are you going to sleep tonight?,Unsheltered,4,1,1
850,R05,Male,Black,Non-Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
c07,R05,Male,White,Non-Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
257,R05,Male,White,Non-Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
39b,R05,Male,White,Non-Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
4ed,R05,Male,Black,Non-Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
554,R07,Female,White,Non-Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
68e,R05,Female,White,Non-Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
6b7,R05,Female,White,Non-Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
687,R05,Male,Black,Non-Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
307,R05,Female,Black,Non-Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
1e0,R05,Female,Asian,Non-Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
c72,R05,Male,White,Non-Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
b53,R05,Male,White,Non-Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
d6b,R05,Male,Black,Non-Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
b60,R05,Male,Black,Non-Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
cd5,R07,Male,White,Non-Hispanic,Where are you going to sleep tonight?,Unsheltered,4,1,1
bd4,R05,Female,White,Non-Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
791,R05,Male,White,Non-Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
9f5,R05,Male,White,Non-Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
8de,R05,Male,Black,Non-Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
94e,R05,Male,Black,Non-Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
0f8,R05,Male,White,Non-Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
b5a,R07,Male,White,Non-Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
08a,R05,Female,White,Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
a9b,R05,Male,White,Non-Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
a0b,R05,Male,White,Non-Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
17a,R05,Female,White,Non-Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
5d0,R05,Male,White,Non-Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
8c8,R05,Male,Black,Non-Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
dbb,R05,Female,Black,Non-Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
574,R07,Female,Black,Non-Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
b35,R07,Female,Multiple Races,Non-Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
969,R07,Male,Black,Non-Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
16b,R05,Female,Black,Non-Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
ecb,R05,Male,White,Non-Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
6bb,R07,Male,Black,Non-Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
60f,R05,Male,Black,Non-Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
480,R05,Male,White,Non-Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
edd,R07,Female,White,Non-Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
e3c,R05,Female,Black,Non-Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
6fc,R05,Female,Indigenous,Non-Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
760,R05,Female,White,Non-Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
502,R05,Female,Black,Non-Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
f7a,R05,Female,Black,Non-Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
eae,R05,Female,White,Non-Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
fc3,R05,Female,White,Non-Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
3fa,R07,Male,Black,Non-Hispanic,Where are you going to sleep tonight?,Unsheltered,4,1,1
f68,R07,Male,Black,Non-Hispanic,Where are you going to sleep tonight?,Unsheltered,4,1,1
aac,R07,Female,Black,Non-Hispanic,Where are you going to sleep tonight?,Unsheltered,4,1,1
332,R07,Male,Black,Non-Hispanic,Where are you going to sleep tonight?,Unsheltered,4,1,1
d50,R05,Male,White,Non-Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
14e,R05,Female,Asian,Non-Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
c67,R07,Male,Black,Non-Hispanic,Where are you going to sleep tonight?,Unsheltered,4,1,1
065,R07,Male,White,Non-Hispanic,Where are you going to sleep tonight?,Unsheltered,4,1,1
a4c,R05,Male,Black,Non-Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
ef1,R05,Male,White,Non-Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
1f2,R07,Male,White,Non-Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
763,R05,Female,White,Non-Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
645,R05,Female,Black,Non-Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
52e,R05,Female,White,Non-Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
084,R05,Male,White,Non-Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
92f,R05,Male,White,Non-Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
c30,R05,Male,Asian,Non-Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
f67,R05,Female,White,Non-Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
677,R05,Male,White,Non-Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
7ef,R05,Female,Black,Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
cda,R05,Male,White,Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
93d,R05,Female,White,Non-Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
efc,R07,Female,Black,Non-Hispanic,Where are you going to sleep tonight?,Unsheltered,4,1,1
4d4,R05,Male,Black,Non-Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
93b,R05,Male,White,Non-Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
357,R07,Male,White,Hispanic,Where are you going to sleep tonight?,Unsheltered,4,1,1
3dc,R05,Female,White,Non-Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
e16,R05,Male,Black,Non-Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
794,R05,Female,Black,Non-Hispanic,Where are you going to sleep tonight?,"Sheltered (ES, TH)",4,0,0
924,R05,Male,White,Non-Hispanic,Are you currently experiencing or feel you are at risk of experiencing violence?,No,5,0,0
87f,R05,Male,Black,Non-Hispanic,Are you currently experiencing or feel you are at risk of experiencing violence?,Yes,5,1,1
5b3,R05,Male,White,Non-Hispanic,Are you currently experiencing or feel you are at risk of experiencing violence?,No,5,0,0
e17,R05,Female,White,Non-Hispanic,Are you currently experiencing or feel you are at risk of experiencing violence?,No,5,0,0
48f,R05,Male,White,Non-Hispanic,Are you currently experiencing or feel you are at risk of experiencing violence?,No,5,0,0
